danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.823,0.588,-10.026,0.0739,0.0183,0.259,0.06,0.561,120.018,290019
0.599,0.592,-9.022,0.0327,0.0292,0.181,0.194,0.373,131.929,196492
0.832,0.782,-7.774,0.0527,0.0219,0.768,0.492,0.798,135.0,201500
0.832,0.433,-15.566,0.0437,0.42,0.687,0.0942,0.275,117.904,572217
0.717,0.624,-10.191,0.0382,0.359,0.873,0.0832,0.0953,120.016,339442
0.802,0.856,-8.764,0.0575,0.0294,0.878,0.666,0.719,127.067,493000
0.419,0.74,-5.601,0.0876,0.233,0.00135,0.123,0.254,149.699,258480
0.55,0.629,-9.762,0.0447,0.112,0.0114,0.0976,0.202,111.009,232918
0.276,0.571,-9.048,0.0386,0.0765,0.969,0.04,0.0573,91.481,295172
0.746,0.765,-9.279,0.0527,0.263,0.324,0.0706,0.623,112.794,211227
0.56,0.732,-6.646,0.0483,0.173,1.16e-05,0.322,0.188,159.977,320000
0.61,0.709,-7.143,0.241,0.00707,1.61e-05,0.273,0.33,100.489,232122
0.721,0.819,-7.328,0.0325,0.0348,0.0834,0.135,0.297,128.011,170680
0.722,0.77,-7.171,0.0601,0.00437,0.35,0.0833,0.152,125.008,219360
0.441,0.923,-6.756,0.0627,0.00557,0.165,0.0628,0.23,135.043,184243
0.683,0.944,-3.201,0.0729,0.0167,0.885,0.0985,0.342,175.007,203071
0.633,0.72,-10.155,0.0471,0.0549,0.852,0.1,0.164,124.004,329072
0.778,0.942,-4.239,0.174,0.0111,0.177,0.342,0.851,125.962,183113
0.667,0.861,-8.381,0.0466,7.08e-05,0.917,0.0976,0.271,126.008,308571
0.811,0.939,-7.462,0.058,0.00807,0.854,0.623,0.534,124.992,299557
0.577,0.911,-8.914,0.119,0.0471,0.0,0.0862,0.195,133.979,334887
0.69,0.22,-15.534,0.0301,0.836,0.737,0.0968,0.239,97.048,215898
0.761,0.609,-10.189,0.0673,0.0916,0.529,0.286,0.498,120.029,239846
0.692,0.672,-10.48,0.0403,0.0395,0.924,0.0939,0.441,114.008,189423
0.831,0.522,-10.132,0.0576,5.55e-05,0.819,0.0809,0.515,120.994,225000
0.728,0.707,-9.14,0.213,0.0295,0.00165,0.2,0.556,130.025,208398
0.653,0.738,-7.621,0.0534,0.29,0.805,0.372,0.465,133.999,210480
0.615,0.638,-8.432,0.151,0.0412,0.238,0.0782,0.329,129.897,142763
0.853,0.957,-5.765,0.172,0.354,0.12,0.153,0.347,110.003,270000
0.702,0.62,-12.96,0.057,0.25,0.898,0.111,0.107,139.98,298286
0.77,0.871,-5.039,0.0432,0.000301,0.848,0.336,0.358,128.021,221500
0.481,0.886,-3.655,0.0807,0.000679,0.00132,0.18,0.164,152.852,178039
0.551,0.744,-8.415,0.0328,0.0209,0.0236,0.276,0.186,109.946,216750
0.638,0.734,-5.867,0.03,0.00803,0.266,0.174,0.0851,128.003,226875
0.369,0.932,-2.394,0.104,0.00816,0.0,0.103,0.207,149.838,222400
0.612,0.834,-6.34,0.0426,0.0947,0.324,0.138,0.182,122.123,195738
0.584,0.91,-9.815,0.0342,0.000924,0.925,0.108,0.0368,121.972,208000
0.397,0.946,-3.92,0.042,0.000198,0.0131,0.354,0.152,174.987,207086
0.689,0.632,-7.589,0.0742,0.286,0.798,0.384,0.149,82.982,199250
0.297,0.881,-3.226,0.0722,0.037,0.0,0.11,0.456,149.822,251902
0.375,0.696,-4.219,0.0798,0.0163,0.000103,0.382,0.178,150.434,228356
0.612,0.656,-10.973,0.0339,0.0247,0.883,0.264,0.0388,115.008,210000
0.633,0.899,-0.671,0.0716,0.000559,0.287,0.084,0.677,149.923,169600
0.461,0.336,-10.844,0.0248,0.169,5e-05,0.0852,0.0888,156.153,197817
0.446,0.829,-10.063,0.0465,5.27e-05,0.0108,0.108,0.484,138.069,159674
0.723,0.898,-9.235,0.0382,0.00342,0.84,0.0647,0.0366,120.01,202000
0.659,0.842,-8.419,0.0352,0.00488,0.916,0.0671,0.176,118.045,219250
0.775,0.805,-5.736,0.0413,0.0182,4.98e-05,0.0856,0.337,125.0,157440
0.641,0.955,-2.761,0.142,0.00292,0.408,0.36,0.175,128.001,275156
0.589,0.685,-5.675,0.0442,0.15,0.0,0.143,0.416,149.877,220800
0.534,0.537,-10.76,0.0393,0.0932,0.133,0.0722,0.0649,123.952,242000
0.794,0.847,-3.285,0.0561,0.0571,0.000407,0.157,0.422,108.014,151111
0.564,0.914,-8.029,0.0336,0.0134,0.814,0.189,0.207,115.998,186750
0.615,0.686,-10.118,0.0315,0.000435,0.833,0.417,0.0785,117.014,227000
0.668,0.872,-6.202,0.0284,0.0279,0.00289,0.0747,0.11,124.012,163304
0.478,0.946,-1.601,0.248,0.031,0.262,0.0817,0.099,145.05,231724
0.705,0.822,-8.077,0.0488,0.0327,0.0395,0.341,0.279,122.008,183928
0.73,0.525,-9.234,0.0347,0.605,0.0725,0.0773,0.146,136.031,216046
0.384,0.434,-7.18,0.0613,0.0876,0.105,0.0611,0.0735,92.812,139355
0.665,0.595,-10.142,0.0271,0.0111,0.185,0.102,0.138,117.992,169750
0.689,0.502,-9.786,0.031,0.0509,0.689,0.0772,0.183,119.998,280063
0.682,0.489,-9.285,0.0323,0.00359,0.781,0.102,0.327,118.024,234562
0.667,0.56,-10.297,0.0294,0.0231,0.883,0.0506,0.18,116.991,271500
0.793,0.828,-7.53,0.0424,0.00619,0.0149,0.195,0.725,119.989,205000
0.602,0.843,-5.208,0.0785,0.202,0.191,0.119,0.223,125.008,191065
0.639,0.918,-10.307,0.0344,0.0316,0.828,0.107,0.0338,120.018,200500
0.75,0.79,-7.954,0.0491,0.00411,0.817,0.0915,0.156,115.006,205000
0.665,0.905,-5.492,0.0409,0.0213,0.87,0.0807,0.14,127.969,172500
0.825,0.896,-3.787,0.361,0.0186,1.99e-05,0.432,0.802,160.103,105000
0.804,0.568,-8.876,0.0434,0.0141,0.819,0.0937,0.255,122.018,249836
0.59,0.706,-5.826,0.0453,0.0182,0.0,0.211,0.195,126.055,202887
0.347,0.893,-2.988,0.362,0.0302,0.000146,0.169,0.221,185.592,209677
0.766,0.559,-10.156,0.0503,0.000111,0.813,0.062,0.317,119.0,217000
0.618,0.907,-1.131,0.0512,0.00778,0.00157,0.473,0.173,139.98,222862
0.715,0.795,-8.838,0.0475,0.0288,0.908,0.218,0.473,117.981,191156
0.718,0.874,-4.061,0.0529,0.0601,9.8e-06,0.0782,0.62,109.928,158441
0.599,0.962,-2.001,0.0841,0.00164,0.873,0.148,0.0499,174.035,201379
0.486,0.496,-5.491,0.0345,0.0232,0.0,0.0775,0.346,158.061,249533
0.517,0.747,-10.962,0.0365,0.043,0.892,0.102,0.0564,120.004,231062
0.481,0.995,-1.479,0.414,0.00295,0.00144,0.421,0.0608,150.042,162357
0.64,0.779,-9.101,0.0376,0.0041,0.796,0.0567,0.204,118.007,236875
0.431,0.895,-3.431,0.123,0.0148,0.724,0.341,0.426,127.984,238125
0.715,0.931,-3.0,0.157,0.00857,0.132,0.409,0.805,127.925,240000
0.546,0.582,-9.668,0.0319,0.368,0.0539,0.109,0.128,125.007,228250
0.474,0.928,-4.559,0.0813,0.187,0.0001,0.523,0.557,149.828,174400
0.689,0.943,-3.684,0.0986,0.0201,3.64e-05,0.0472,0.386,127.033,164409
0.589,0.759,-10.281,0.0373,0.00683,0.907,0.181,0.133,119.995,276000
0.404,0.89,-3.498,0.182,0.0997,0.0,0.101,0.528,150.126,186052
0.641,0.904,-4.057,0.0571,0.012,0.673,0.353,0.195,144.966,167172
0.546,0.843,-9.217,0.0329,0.00206,0.647,0.368,0.159,123.999,168625
0.755,0.731,-5.59,0.109,0.0906,0.00267,0.126,0.291,122.038,152828
0.815,0.632,-5.462,0.0657,0.33,0.0,0.342,0.731,124.012,210387
0.598,0.947,-5.381,0.0843,0.378,0.0209,0.107,0.0555,120.037,181000
0.555,0.762,-7.385,0.048,0.0847,0.000897,0.0819,0.49,162.052,191438
0.424,0.561,-7.69,0.0379,0.101,0.00172,0.102,0.163,140.05,243429
0.468,0.892,-5.278,0.131,0.000379,8.44e-05,0.0737,0.45,180.075,213333
0.553,0.715,-6.303,0.109,0.248,7.23e-05,0.0861,0.323,168.258,183571
0.71,0.546,-9.553,0.0993,0.0366,0.00931,0.113,0.179,140.016,225313
0.561,0.737,-6.478,0.0414,0.601,0.126,0.141,0.134,123.929,174194
0.434,0.388,-7.281,0.027,0.227,0.0,0.394,0.24,89.378,198674
0.667,0.781,-6.552,0.127,0.0484,0.000148,0.498,0.107,126.054,162381
0.586,0.837,-7.236,0.0364,0.0028,0.738,0.089,0.33,128.008,197534
0.599,0.61,-6.835,0.0361,0.256,0.000165,0.0894,0.173,110.003,233451
0.466,0.595,-7.08,0.0329,0.112,0.0,0.127,0.209,114.925,181629
0.728,0.629,-5.271,0.0642,0.215,0.587,0.0732,0.723,77.487,152129
0.688,0.856,-4.619,0.133,0.0305,0.000149,0.112,0.203,91.898,211304
0.519,0.722,-4.815,0.054,0.111,0.00292,0.102,0.259,150.077,184000
0.382,0.577,-6.277,0.0429,0.0279,0.0346,0.0631,0.101,149.988,211200
0.688,0.779,-5.988,0.0406,0.0221,0.0,0.08,0.505,133.97,168500
0.656,0.68,-5.967,0.224,0.668,0.000379,0.124,0.519,170.061,158335
0.794,0.57,-6.508,0.0441,0.0516,8.61e-05,0.174,0.294,93.071,127838
0.67,0.818,-5.503,0.0444,0.0241,0.000455,0.0685,0.644,94.013,240133
0.32,0.404,-10.415,0.0334,0.506,0.0375,0.181,0.102,81.097,188882
0.716,0.201,-13.747,0.0526,0.869,0.000149,0.079,0.273,111.949,227813
0.681,0.517,-7.343,0.043,0.369,6.01e-06,0.102,0.611,93.971,217339
0.381,0.495,-7.956,0.0332,0.253,0.59,0.64,0.0608,110.34,265636
0.733,0.411,-11.507,0.0407,0.54,0.00169,0.182,0.359,125.03,178560
0.846,0.331,-10.88,0.0538,0.211,0.0201,0.109,0.349,117.987,213177
0.496,0.37,-13.343,0.0395,0.497,0.256,0.0946,0.102,113.013,289071
0.569,0.823,-7.083,0.0344,0.0732,0.828,0.377,0.201,125.009,285000
0.679,0.154,-14.435,0.108,0.907,0.000218,0.0988,0.218,123.957,185899
0.531,0.441,-11.958,0.0452,0.791,0.786,0.317,0.0358,114.987,231652
0.505,0.453,-18.903,0.0421,0.432,0.865,0.103,0.0944,101.012,254257
0.631,0.582,-11.951,0.0517,0.933,0.912,0.0944,0.0975,122.002,187513
0.722,0.594,-8.562,0.0466,0.177,0.698,0.0904,0.269,97.977,199111
0.647,0.667,-7.382,0.0296,0.0146,0.354,0.182,0.149,140.006,408429
0.71,0.461,-10.233,0.057,0.694,0.714,0.103,0.119,123.016,191220
0.639,0.697,-9.509,0.143,0.266,0.858,0.064,0.195,99.913,273600
0.685,0.384,-10.072,0.0525,0.673,0.905,0.314,0.123,82.99,234208
0.517,0.508,-12.134,0.0343,0.408,0.867,0.471,0.128,119.762,214286
0.487,0.264,-11.608,0.0337,0.8,0.0,0.113,0.277,104.748,214259
0.607,0.767,-6.069,0.0474,0.118,0.0,0.122,0.662,123.998,148629
0.68,0.853,-5.671,0.0503,0.0127,0.000685,0.199,0.604,124.981,142350
0.659,0.873,-5.227,0.0449,0.00519,0.000155,0.172,0.362,123.942,188710
0.662,0.798,-6.859,0.0668,0.0236,0.00272,0.0858,0.518,122.964,144116
0.823,0.666,-5.392,0.247,0.0606,0.0121,0.114,0.262,124.026,176153
0.712,0.765,-5.137,0.0799,0.0363,0.129,0.344,0.693,123.999,176000
0.66,0.926,-5.17,0.0334,0.0285,0.0823,0.124,0.45,123.984,211331
0.663,0.559,-12.876,0.0391,0.136,0.0894,0.108,0.296,145.007,206385
0.701,0.744,-5.718,0.031,0.0998,0.00139,0.0927,0.534,125.045,150450
0.673,0.595,-11.333,0.0393,0.372,0.37,0.077,0.186,121.982,165263
0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,186662
0.77,0.775,-5.11,0.0286,0.00205,0.214,0.618,0.246,127.05,158563
0.577,0.741,-7.642,0.0407,0.00396,0.391,0.126,0.19,124.043,212903
0.682,0.707,-10.755,0.0377,0.0187,0.0336,0.143,0.0527,124.006,176565
0.768,0.593,-8.38,0.0491,0.0211,0.053,0.124,0.0713,123.993,158820
0.676,0.704,-7.872,0.0346,5.83e-05,0.641,0.0891,0.386,123.02,192896
0.845,0.797,-4.984,0.139,0.0582,5.57e-06,0.167,0.422,121.985,151475
0.386,0.869,-5.066,0.0423,0.0361,0.918,0.335,0.837,122.835,176799
0.561,0.928,-5.812,0.0371,0.087,0.894,0.332,0.182,125.988,171429
0.735,0.691,-6.578,0.0418,0.111,0.0186,0.207,0.575,125.024,159180
0.73,0.839,-6.595,0.0353,0.102,0.75,0.22,0.5,124.017,225088
0.685,0.826,-5.638,0.029,0.0962,0.508,0.144,0.34,124.99,166457
0.799,0.519,-10.262,0.0698,0.158,0.00893,0.111,0.121,119.991,196016
0.865,0.419,-9.759,0.0418,0.492,0.00244,0.122,0.341,123.042,145488
0.776,0.824,-5.117,0.039,0.0871,0.0538,0.184,0.771,125.027,127500
0.69,0.664,-9.44,0.0523,0.0267,0.114,0.144,0.473,123.006,150915
0.65,0.644,-8.45,0.234,0.236,4.32e-05,0.0964,0.445,124.966,144240
0.649,0.883,-5.753,0.041,0.00825,0.796,0.261,0.209,125.007,197783
0.736,0.642,-7.341,0.0406,0.111,0.000519,0.0926,0.34,123.02,185389
0.774,0.825,-4.283,0.0536,0.286,0.000215,0.103,0.637,120.983,147110
0.706,0.563,-7.412,0.0353,0.00394,0.0235,0.116,0.41,124.964,141102
0.784,0.69,-7.447,0.0358,0.00134,0.00148,0.0883,0.339,125.001,193920
0.738,0.597,-8.214,0.0355,0.0177,0.529,0.133,0.124,124.027,187621
0.588,0.932,-4.684,0.035,0.0371,0.0105,0.109,0.269,125.988,172000
0.723,0.767,-7.324,0.0389,0.00364,0.0782,0.279,0.275,124.016,167056
0.75,0.805,-6.438,0.324,0.145,0.0,0.297,0.882,120.008,151049
0.867,0.521,-10.22,0.0732,0.111,4.24e-05,0.117,0.336,121.949,153194
0.671,0.636,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,148197
0.573,0.682,-12.578,0.041,0.449,0.0113,0.0957,0.0562,123.959,192123
0.712,0.889,-6.344,0.048,0.0653,0.00384,0.202,0.219,125.022,178420
0.626,0.496,-10.63,0.0781,0.478,2.18e-06,0.282,0.0899,119.989,149375
0.737,0.849,-6.071,0.035,0.0201,7.21e-05,0.132,0.675,115.993,124655
0.745,0.834,-8.158,0.0447,0.0123,0.483,0.656,0.221,124.019,175183
0.623,0.899,-6.136,0.0389,0.0182,0.288,0.148,0.2,123.001,218780
0.696,0.793,-5.733,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172253
0.663,0.85,-5.331,0.0529,0.0143,0.000152,0.0832,0.0719,124.964,174745
0.705,0.791,-5.083,0.0387,0.00721,0.0766,0.0967,0.615,121.017,138006
0.727,0.836,-4.479,0.0443,0.0188,1.62e-05,0.224,0.485,125.955,175506
0.711,0.737,-7.328,0.0399,0.0197,0.27,0.221,0.326,121.02,216720
0.755,0.592,-8.244,0.0411,0.0999,0.491,0.162,0.428,122.04,148893
0.613,0.823,-7.677,0.0363,0.035,0.203,0.284,0.146,122.952,197103
0.592,0.889,-6.94,0.0416,0.0484,1.29e-06,0.0878,0.239,126.015,179048
0.814,0.646,-7.725,0.0473,0.00733,0.212,0.0842,0.364,115.0,163178
0.686,0.78,-6.7,0.0347,0.127,0.00456,0.0951,0.761,122.967,161829
0.847,0.909,-5.581,0.0874,0.194,0.101,0.0906,0.554,120.01,189031
0.703,0.842,-5.901,0.275,0.0412,0.0,0.124,0.463,122.023,173313
0.647,0.863,-4.588,0.0365,0.0434,0.0263,0.209,0.187,122.029,177818
0.774,0.576,-6.7,0.0377,0.173,0.000303,0.117,0.235,123.09,160274
0.655,0.89,-6.434,0.0611,0.101,0.0149,0.488,0.328,127.979,199967
0.809,0.807,-6.491,0.115,0.0462,0.155,0.676,0.635,126.031,177143
0.643,0.705,-6.658,0.0347,0.381,0.000133,0.119,0.517,123.924,172278
0.549,0.946,-5.031,0.0395,5.97e-05,0.0101,0.124,0.189,123.995,162383
0.436,0.874,-7.068,0.0495,0.00872,0.539,0.172,0.524,124.058,188952
0.656,0.776,-9.445,0.0351,0.00408,0.778,0.346,0.338,125.975,186131
0.782,0.651,-6.005,0.0601,0.0121,0.324,0.461,0.767,126.052,141875
0.733,0.633,-7.353,0.0533,0.186,0.0039,0.272,0.395,123.882,159677
0.563,0.735,-6.488,0.108,0.0109,2.32e-05,0.0871,0.24,125.076,166639
0.747,0.743,-6.259,0.0725,0.0253,0.00701,0.102,0.358,123.989,160078
0.646,0.665,-10.207,0.0716,0.625,0.049,0.455,0.332,121.997,129836
0.793,0.547,-7.747,0.0816,0.31,9.06e-05,0.074,0.413,124.025,191785
0.734,0.593,-7.667,0.0901,0.216,3.03e-05,0.305,0.2,119.921,141906
0.881,0.712,-8.518,0.0655,0.119,0.128,0.113,0.289,130.016,222107
0.871,0.743,-8.227,0.0644,0.126,0.00276,0.0596,0.555,125.015,177597
0.67,0.828,-5.834,0.0519,0.0506,0.0,0.345,0.468,127.993,163828
0.703,0.793,-7.897,0.0453,0.212,0.179,0.225,0.414,123.987,193064
0.706,0.719,-6.966,0.0283,0.00328,0.000271,0.223,0.277,123.958,141361
0.772,0.822,-6.998,0.0735,0.138,0.0929,0.119,0.436,124.016,170721
0.732,0.714,-7.432,0.0791,0.332,1.05e-06,0.131,0.376,121.982,151989
0.585,0.709,-8.958,0.046,0.0524,0.459,0.12,0.316,124.004,162604
0.589,0.766,-7.014,0.266,0.136,0.0,0.31,0.411,123.929,177253
0.675,0.904,-6.397,0.0349,0.18,0.448,0.124,0.388,125.006,158447
0.75,0.666,-7.071,0.05,0.161,1.57e-05,0.248,0.308,127.005,147417
0.767,0.714,-6.751,0.0464,0.0987,0.0259,0.0946,0.411,120.992,162645
0.68,0.822,-4.573,0.0562,0.181,0.0,0.196,0.779,124.022,132472
0.752,0.498,-9.803,0.0438,0.254,0.000675,0.119,0.311,115.996,177931
0.695,0.76,-8.418,0.0409,0.264,0.378,0.107,0.168,123.981,162238
0.843,0.712,-5.002,0.0647,0.0121,0.0181,0.07,0.97,120.002,213246
0.7,0.921,-4.623,0.0354,0.0071,0.835,0.0644,0.256,124.996,218880
0.722,0.966,-4.422,0.0842,0.0336,0.59,0.238,0.194,125.015,142200
0.534,0.955,-4.62,0.0409,0.003,0.97,0.149,0.341,129.984,209500
0.711,0.768,-6.364,0.043,0.00314,0.817,0.138,0.483,126.009,196290
0.763,0.892,-5.968,0.0495,0.021,0.182,0.0515,0.843,128.957,180465
0.678,0.909,-4.504,0.0585,0.00514,0.591,0.428,0.25,123.998,221129
0.788,0.922,-3.61,0.141,0.0133,6.27e-06,0.505,0.911,127.997,205898
0.888,0.897,-6.687,0.091,0.00482,0.00827,0.285,0.326,126.999,157972
0.641,0.87,-7.913,0.0436,0.0285,0.857,0.259,0.0353,125.011,220250
0.771,0.967,-4.65,0.124,0.0241,0.226,0.357,0.46,125.999,192402
0.812,0.941,-6.263,0.139,0.0312,0.841,0.118,0.464,125.99,219074
0.663,0.802,-5.126,0.0381,0.005,0.0419,0.617,0.307,125.989,177143
0.76,0.913,-5.997,0.0553,0.00207,0.735,0.687,0.0354,124.03,173000
0.797,0.887,-6.364,0.0443,0.015,0.839,0.107,0.51,126.005,169622
0.817,0.909,-3.629,0.0932,0.000372,0.647,0.189,0.705,126.957,213543
0.806,0.79,-5.75,0.0666,0.000908,0.442,0.0852,0.608,126.983,213875
0.77,0.968,-8.062,0.0694,0.000704,0.891,0.0686,0.585,126.995,198898
0.77,0.851,-6.091,0.0634,0.00276,0.00549,0.276,0.66,126.007,189000
0.739,0.947,-4.556,0.0369,0.0322,0.336,0.147,0.492,125.003,196320
0.635,0.903,-6.631,0.0467,0.0164,0.0164,0.13,0.459,130.024,172479
0.745,0.908,-7.712,0.0412,0.00086,0.356,0.0749,0.557,126.012,209472
0.754,0.906,-4.887,0.0444,0.00728,0.0833,0.138,0.774,125.994,200000
0.629,0.977,-4.051,0.0476,0.00346,0.809,0.0564,0.61,126.018,186190
0.735,0.897,-6.559,0.0474,0.00108,0.511,0.328,0.342,123.999,230323
0.692,0.764,-7.054,0.0328,0.0681,0.609,0.17,0.682,123.996,202742
0.725,0.805,-8.054,0.0556,0.0402,0.249,0.111,0.538,125.016,181440
0.865,0.967,-5.03,0.087,0.392,0.877,0.353,0.163,128.005,217500
0.726,0.992,-4.058,0.0566,0.00305,0.829,0.0373,0.433,123.982,180484
0.636,0.915,-7.468,0.0438,0.00953,0.349,0.0967,0.712,130.011,180462
0.601,0.833,-6.134,0.0368,0.0109,0.00605,0.0791,0.651,136.972,162265
0.623,0.799,-8.158,0.0435,0.00239,0.873,0.0623,0.412,125.963,152381
0.653,0.962,-4.848,0.0454,0.000851,0.0168,0.411,0.611,125.97,211548
0.639,0.974,-3.35,0.133,0.0155,0.00606,0.318,0.487,125.052,219360
0.823,0.916,-5.6,0.127,0.00202,0.0342,0.336,0.607,127.024,159921
0.746,0.91,-8.766,0.0586,0.00515,0.261,0.147,0.794,128.004,181133
0.801,0.911,-6.319,0.0414,0.00228,0.416,0.0528,0.648,126.023,182857
0.738,0.936,-3.451,0.219,0.00151,0.707,0.617,0.27,127.022,145984
0.8,0.98,-5.842,0.0431,0.00587,0.666,0.0663,0.561,128.0,213750
0.836,0.875,-8.448,0.0717,0.0255,0.88,0.0932,0.842,123.981,156789
0.705,0.843,-7.356,0.0496,0.000318,0.852,0.257,0.448,123.991,165484
0.652,0.887,-6.54,0.0434,0.0122,0.00984,0.126,0.291,126.014,218500
0.674,0.9,-6.293,0.0386,0.00617,0.516,0.322,0.77,126.01,162381
0.678,0.977,-4.247,0.0528,0.00802,0.73,0.0578,0.28,124.988,186720
0.837,0.904,-6.915,0.0491,0.000663,0.51,0.0752,0.838,126.034,189390
0.752,0.87,-8.065,0.0429,0.000229,0.719,0.0568,0.862,125.002,153600
0.631,0.98,-4.798,0.0563,0.0042,0.00358,0.917,0.734,124.021,178185
0.721,0.939,-4.956,0.0401,0.00789,0.615,0.29,0.811,124.002,206129
0.597,0.998,-5.941,0.0791,0.00478,0.87,0.484,0.45,125.01,203640
0.689,0.985,-5.655,0.0522,0.00702,0.931,0.283,0.506,127.012,158262
0.831,0.938,-8.534,0.052,0.0145,0.932,0.0417,0.81,127.995,203437
0.617,0.734,-8.029,0.0322,0.0045,0.589,0.0698,0.357,127.01,237883
0.791,0.882,-6.973,0.064,0.0231,0.443,0.106,0.54,126.007,200952
0.686,0.763,-6.829,0.036,0.00297,0.908,0.308,0.287,126.012,209524
0.597,0.988,-4.282,0.0742,0.0013,0.672,0.377,0.296,125.001,223680
0.804,0.868,-5.97,0.0501,0.00464,0.41,0.0877,0.468,125.98,193169
0.804,0.898,-6.524,0.0802,0.000603,0.0644,0.108,0.13,127.996,183059
0.649,0.971,-3.986,0.0573,0.00151,0.00108,0.0645,0.681,124.985,161280
0.673,0.988,-5.364,0.0559,0.00118,0.845,0.309,0.143,125.0,226200
0.65,0.921,-6.768,0.0399,0.0005,0.935,0.359,0.701,125.988,154293
0.688,0.993,-3.463,0.0509,0.00245,0.802,0.222,0.549,124.989,204000
0.805,0.648,-6.238,0.0504,0.00611,0.744,0.0601,0.532,130.003,210577
0.651,0.971,-7.539,0.0504,0.000432,0.878,0.331,0.643,125.984,203197
0.324,0.743,-3.358,0.0805,0.123,0.00165,0.0993,0.0864,74.618,238019
0.774,0.792,-4.021,0.0523,0.051,0.0,0.155,0.507,122.062,139672
0.101,0.415,-6.648,0.0451,0.321,0.00325,0.0926,0.0516,85.408,348971
0.603,0.752,-5.997,0.049,0.117,0.0,0.232,0.48,129.026,210155
0.365,0.244,-9.812,0.0329,0.78,0.00543,0.0713,0.0515,127.33,248998
0.716,0.618,-7.861,0.039,0.379,0.000153,0.184,0.663,90.013,189333
0.67,0.381,-11.735,0.0336,0.844,0.00348,0.376,0.554,124.877,140964
0.747,0.824,-8.243,0.0388,0.154,0.763,0.0889,0.444,124.993,222720
0.489,0.483,-9.466,0.0275,0.42,0.0028,0.236,0.333,136.822,226706
0.628,0.786,-8.15,0.0593,0.153,0.000772,0.0777,0.243,103.01,205775
0.42,0.452,-10.311,0.0589,0.546,0.0016,0.104,0.0958,116.882,274166
0.338,0.567,-8.826,0.137,0.0904,0.0,0.0669,0.297,97.551,262493
0.703,0.8,-11.645,0.054,0.145,0.000212,0.0683,0.466,139.968,203440
0.427,0.685,-3.7,0.0791,0.0122,0.00164,0.115,0.253,154.87,177767
0.524,0.221,-11.821,0.0338,0.61,0.00152,0.171,0.263,111.125,195920
0.456,0.495,-10.388,0.0371,0.25,0.0124,0.334,0.142,128.023,195367
0.613,0.336,-14.097,0.129,0.758,0.0,0.068,0.644,131.494,170493
0.395,0.28,-16.539,0.0347,0.872,0.0153,0.265,0.176,92.333,302013
0.681,0.527,-10.055,0.0292,0.0683,0.478,0.178,0.241,120.791,224517
0.523,0.287,-11.551,0.0281,0.782,0.0,0.16,0.135,144.15,246875
0.749,0.463,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,226987
0.38,0.577,-9.037,0.151,0.0872,0.000213,0.26,0.143,149.881,212980
0.547,0.907,-5.5,0.139,0.237,0.0,0.0837,0.586,81.005,144507
0.712,0.886,-8.233,0.0457,0.0117,0.816,0.173,0.593,136.979,214539
0.541,0.842,-5.369,0.0509,0.00344,0.409,0.0762,0.223,169.992,342703
0.589,0.61,-9.663,0.0921,0.152,0.000261,0.374,0.348,139.941,296555
0.457,0.655,-7.693,0.0482,0.0561,0.0,0.505,0.527,80.941,172813
0.659,0.884,-6.314,0.0883,0.465,0.00241,0.136,0.492,141.989,237133
0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,160000
0.616,0.878,-7.989,0.0266,0.0164,3.35e-05,0.086,0.742,138.014,226465
0.339,0.881,-4.761,0.0528,0.0251,0.0526,0.492,0.115,114.731,256676
0.651,0.894,-6.378,0.0273,0.0486,5.84e-05,0.14,0.77,137.933,250720
0.393,0.00766,-34.579,0.0523,0.878,0.777,0.092,0.227,93.166,22800
0.678,0.361,-15.571,0.0371,0.686,0.591,0.105,0.655,119.008,246126
0.658,0.677,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91,251627
0.605,0.074,-14.64,0.0408,0.994,7.93e-05,0.0705,0.344,120.836,88667
0.192,0.00181,-42.327,0.0392,0.771,0.0,0.0591,0.125,99.25,330933
0.365,0.07,-17.095,0.0838,0.959,0.000977,0.111,0.443,174.053,99621
0.626,0.312,-13.197,0.0528,0.887,0.0575,0.178,0.258,85.554,280000
0.846,0.734,-8.82,0.114,0.000304,0.0379,0.061,0.881,125.032,365400
0.512,0.574,-7.016,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,280040
0.514,0.512,-13.959,0.0312,0.248,0.0,0.153,0.737,155.069,293560
0.552,0.904,-4.891,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,96133
0.679,0.788,-9.361,0.0509,6.07e-05,2.1e-06,0.0783,0.319,126.998,196764
0.108,0.0643,-24.955,0.0481,0.991,0.463,0.107,0.0308,85.335,301173
0.463,0.737,-6.869,0.036,0.39,0.904,0.113,0.202,149.997,235240
0.576,0.268,-14.313,0.0294,0.547,5.17e-05,0.118,0.175,115.952,298760
0.452,0.36,-14.252,0.035,0.867,0.0804,0.125,0.229,93.993,185827
