danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.447,0.924,-3.138,0.0402,0.00851,0.816,0.269,0.511,174.876,249600
0.308,0.935,-6.024,0.062,0.00037,0.926,0.252,0.0746,163.537,361412
0.572,0.885,-4.379,0.0484,0.00422,0.221,0.129,0.221,174.017,224186
0.488,0.761,-4.097,0.043,0.0136,0.24,0.127,0.17,85.016,279893
0.66,0.913,-2.795,0.061,0.0199,0.75,0.0693,0.523,170.013,282210
0.486,0.903,-5.781,0.0509,0.000203,0.541,0.181,0.0928,174.017,184828
0.55,0.901,-5.256,0.0606,0.0293,0.878,0.349,0.146,174.054,231066
0.572,0.933,-5.536,0.146,0.0609,0.000163,0.454,0.385,175.028,212571
0.538,0.684,-5.674,0.0431,0.0322,0.00906,0.146,0.0635,173.997,274490
0.393,0.963,-4.755,0.0448,0.000269,0.934,0.317,0.0562,174.044,320000
0.532,0.944,-3.724,0.0434,0.00559,0.442,0.244,0.586,173.984,273448
0.47,0.907,-4.961,0.0613,0.00357,0.672,0.568,0.0394,170.023,399533
0.324,0.84,-6.519,0.0937,0.00383,0.000177,0.128,0.404,174.013,267817
0.488,0.914,-2.875,0.223,0.00415,0.0,0.158,0.222,172.187,203721
0.481,0.866,-3.362,0.0449,0.0454,0.638,0.311,0.53,173.98,270356
0.49,0.726,-4.964,0.0423,0.0195,0.00136,0.0871,0.453,175.827,202159
0.493,0.958,-4.015,0.0526,0.000818,0.801,0.0617,0.621,174.974,204361
0.486,0.828,-4.946,0.0416,0.0329,0.959,0.319,0.594,174.007,270356
0.51,0.825,-6.29,0.0427,0.00945,0.838,0.0864,0.531,175.942,202159
0.369,0.867,-7.106,0.0354,0.00164,0.363,0.113,0.183,174.029,299768
0.57,0.799,-5.732,0.0568,0.0803,0.000255,0.123,0.274,169.992,216724
0.498,0.846,-5.408,0.0365,0.00753,0.000275,0.156,0.138,171.954,218049
0.605,0.677,-6.506,0.0522,0.000334,0.868,0.55,0.336,173.009,295491
0.598,0.776,-5.808,0.0457,0.000354,0.0356,0.0474,0.485,173.99,289727
0.519,0.699,-6.538,0.0484,0.0026,0.729,0.119,0.0382,174.987,375446
0.528,0.911,-5.059,0.0436,0.00441,0.89,0.107,0.0618,175.011,274286
0.506,0.944,-5.787,0.0486,0.00128,0.628,0.15,0.418,173.982,333201
0.385,0.984,-2.36,0.0835,0.00116,7.49e-05,0.258,0.151,175.054,353861
0.484,0.874,-2.276,0.0487,0.0792,0.000462,0.0863,0.454,173.929,229761
0.429,0.737,-4.788,0.0431,0.0216,1.41e-05,0.12,0.297,174.987,268571
0.452,0.905,-4.252,0.0491,0.000494,0.826,0.102,0.303,174.986,247274
0.33,0.962,-2.568,0.135,0.000981,0.355,0.643,0.18,174.116,294414
0.491,0.56,-5.171,0.0351,0.0406,0.867,0.091,0.0987,173.966,324723
0.431,0.848,-3.462,0.0406,0.0276,0.925,0.694,0.0293,174.007,307153
0.283,0.989,-2.17,0.0482,0.000209,0.226,0.349,0.459,173.935,262704
0.437,0.958,-2.342,0.0551,0.066,0.117,0.159,0.546,174.974,256722
0.56,0.687,-3.983,0.0411,0.0304,0.00669,0.0609,0.0383,174.92,226925
0.374,0.942,-3.793,0.0565,0.0439,0.849,0.0716,0.0842,174.067,431216
0.578,0.893,-3.629,0.0472,0.0555,0.04,0.0551,0.475,174.017,293534
0.549,0.764,-4.265,0.0392,0.0359,0.000158,0.25,0.197,174.034,254913
0.569,0.891,-4.739,0.0492,0.0753,0.00182,0.118,0.509,173.956,237315
0.476,0.891,-4.283,0.0358,0.000589,6.61e-05,0.103,0.289,86.981,237241
0.592,0.764,-5.161,0.0504,0.000118,0.0465,0.169,0.459,174.027,289750
0.368,0.971,-2.917,0.0658,8.17e-05,0.365,0.366,0.431,173.949,320065
0.511,0.954,-4.005,0.0415,0.00501,0.899,0.458,0.315,87.013,309000
0.508,0.895,-3.345,0.0415,1.45e-05,0.883,0.0653,0.0742,173.998,317500
0.612,0.806,-4.817,0.104,0.00214,0.283,0.0991,0.277,175.003,427500
0.277,0.69,-5.609,0.031,0.00296,0.508,0.153,0.287,85.965,286140
0.48,0.626,-6.277,0.0541,0.00281,0.0223,0.172,0.227,172.026,346000
0.442,0.971,-3.217,0.0616,4.41e-05,0.908,0.231,0.251,175.03,316800
0.61,0.645,-6.485,0.0396,0.158,0.889,0.448,0.506,169.973,328649
0.375,0.848,-4.465,0.0644,0.0104,0.00619,0.111,0.137,173.977,272143
0.503,0.927,-3.284,0.0466,0.00113,0.0635,0.151,0.182,174.038,252151
0.441,0.907,-4.187,0.0531,0.00757,0.00574,0.156,0.196,173.98,228995
0.42,0.801,-4.601,0.0597,0.0171,0.583,0.0916,0.104,169.941,337812
0.395,0.887,-4.842,0.0431,0.000578,0.907,0.104,0.18,174.025,309655
0.434,0.883,-3.52,0.0377,0.00251,0.00048,0.12,0.0761,174.99,266057
0.364,0.943,-4.532,0.0435,0.000147,0.956,0.0845,0.14,173.98,229655
0.506,0.919,-3.379,0.0699,0.0114,0.68,0.417,0.374,173.953,291810
0.69,0.959,-4.543,0.0643,0.122,0.689,0.101,0.363,175.022,295000
0.514,0.954,-1.777,0.0453,0.00186,0.887,0.0832,0.334,173.973,280000
0.57,0.769,-5.331,0.0453,0.00111,0.0734,0.311,0.0453,174.998,293103
0.523,0.948,-4.286,0.0448,0.0219,0.251,0.0809,0.12,173.988,272586
0.499,0.945,-4.457,0.0388,0.00101,0.872,0.263,0.889,174.001,291724
0.534,0.907,-4.327,0.0455,0.0164,0.832,0.482,0.0388,174.026,313448
0.475,0.912,-4.829,0.0405,0.00127,0.0447,0.067,0.414,173.999,245337
0.516,0.875,-4.946,0.0348,0.000432,0.623,0.0836,0.11,174.039,266622
0.541,0.748,-6.656,0.0377,0.00594,0.787,0.0539,0.194,174.028,315790
0.459,0.917,-6.486,0.0406,0.00037,0.868,0.0691,0.483,173.005,340578
0.458,0.946,-3.972,0.0398,0.00387,0.793,0.115,0.421,175.024,384004
0.309,0.932,-3.213,0.234,0.0059,0.15,0.234,0.291,174.98,223938
0.456,0.939,-4.402,0.0487,0.000603,8.37e-06,0.0463,0.404,173.999,295172
0.396,0.882,-4.79,0.0678,0.00294,0.00117,0.0781,0.161,174.006,264828
0.454,0.887,-7.234,0.0577,0.00577,0.00402,0.166,0.131,174.074,236897
0.666,0.848,-6.768,0.087,0.0583,0.725,0.261,0.167,173.992,249569
0.449,0.839,-5.162,0.041,0.00787,0.0,0.0439,0.325,174.002,307586
0.482,0.989,-1.747,0.0506,0.00157,0.393,0.325,0.305,174.057,274473
0.419,0.933,-3.082,0.0431,0.000259,0.829,0.143,0.124,174.012,300773
0.56,0.668,-8.292,0.0998,0.286,0.00242,0.0638,0.291,160.021,190563
0.435,0.981,-2.974,0.0458,0.0019,0.779,0.751,0.453,174.012,211905
0.427,0.838,-7.443,0.0451,0.000464,0.00171,0.114,0.157,172.951,377840
0.334,0.752,-4.188,0.0464,0.00515,0.00484,0.155,0.155,86.16,191243
0.629,0.666,-6.821,0.0843,0.00359,0.0433,0.0771,0.264,176.035,333947
0.391,0.925,-5.152,0.0365,0.00602,0.0998,0.0585,0.138,173.99,276000
0.506,0.941,-0.938,0.0762,0.0124,2.54e-05,0.142,0.116,174.007,207587
0.651,0.932,-6.459,0.0686,0.0125,0.426,0.212,0.966,174.008,329747
0.511,0.897,-2.087,0.0324,0.218,0.000142,0.573,0.369,86.994,228969
0.486,0.866,-2.625,0.101,0.039,3.82e-05,0.0873,0.471,174.097,212015
0.492,0.874,-2.887,0.0363,0.000559,0.85,0.106,0.376,175.051,270514
0.434,0.984,-1.309,0.124,0.00211,0.749,0.612,0.331,174.041,310345
0.465,0.945,-2.485,0.0383,0.000248,0.351,0.289,0.463,172.044,275351
0.459,0.83,-3.034,0.0431,0.000116,0.858,0.19,0.094,174.037,348457
0.508,0.856,-3.481,0.0448,0.0043,0.000271,0.141,0.064,174.0,190459
0.652,0.974,-2.979,0.0536,0.216,0.798,0.149,0.216,174.021,380376
0.543,0.875,-3.985,0.0366,0.0644,0.0458,0.131,0.266,173.965,271718
0.536,0.877,-3.869,0.0657,0.132,0.0264,0.162,0.22,174.115,189263
0.582,0.821,-4.304,0.0497,0.0354,0.121,0.083,0.0373,86.013,313562
0.396,0.769,-3.432,0.0365,0.00501,0.796,0.135,0.134,175.001,307258
0.631,0.987,-3.637,0.0725,0.00143,0.855,0.0988,0.313,173.969,360803
0.433,0.896,-6.155,0.043,0.00316,0.872,0.363,0.0659,174.073,281379
0.525,0.811,-6.415,0.08,0.00558,0.892,0.344,0.378,174.005,364138
0.429,0.956,-5.011,0.0437,0.000587,0.868,0.154,0.198,174.046,297931
0.557,0.911,-3.677,0.049,0.0341,0.382,0.15,0.399,174.015,302124
0.365,0.926,-4.956,0.0441,0.0216,0.922,0.0687,0.0531,173.998,342152
0.538,0.716,-3.603,0.0442,0.00493,0.0596,0.767,0.0372,175.003,320914
0.483,0.832,-4.431,0.0331,0.00568,0.85,0.488,0.249,173.032,219291
0.643,0.758,-4.262,0.0576,0.129,0.44,0.0736,0.321,174.016,264828
0.623,0.903,-3.841,0.102,0.216,0.939,0.0758,0.377,174.059,272903
0.444,0.71,-4.651,0.0347,0.00856,0.826,0.177,0.0637,174.035,300170
0.577,0.78,-4.615,0.0543,0.000363,0.864,0.091,0.197,173.983,364138
0.702,0.978,-3.102,0.062,0.000213,0.917,0.151,0.3,174.01,324224
0.506,0.799,-5.004,0.0413,0.000702,0.885,0.114,0.0376,173.983,342069
0.622,0.942,-4.335,0.0531,0.00731,0.891,0.0678,0.215,174.013,288368
0.488,0.927,-2.97,0.0493,0.238,0.862,0.112,0.103,174.983,333906
0.648,0.706,-5.604,0.0447,0.104,0.0913,0.318,0.0971,87.017,269431
0.668,0.942,-2.925,0.0574,0.00941,0.9,0.0515,0.479,173.985,358621
0.503,0.743,-5.686,0.0443,0.0371,0.886,0.117,0.128,173.965,297931
0.533,0.915,-5.7,0.0448,0.000529,0.86,0.095,0.13,173.98,360000
0.656,0.85,-3.996,0.0646,0.00148,0.894,0.139,0.185,174.018,313103
0.364,0.941,-1.505,0.0464,0.000922,0.495,0.0999,0.149,86.994,258621
0.418,0.747,-3.278,0.0332,0.00161,0.838,0.073,0.0673,175.017,342857
0.478,0.719,-5.725,0.0486,0.0102,0.0808,0.123,0.139,169.973,417882
0.651,0.946,-4.986,0.0571,4.65e-05,0.886,0.0878,0.0953,174.007,331040
0.51,0.668,-6.312,0.0505,0.00166,0.25,0.0998,0.0563,173.997,353103
0.505,0.44,-8.368,0.0317,0.0136,0.91,0.104,0.0365,144.012,337288
0.517,0.74,-6.382,0.0502,0.00325,0.88,0.0983,0.0389,172.032,318899
0.437,0.919,-3.354,0.0471,0.000562,8.45e-06,0.135,0.167,175.005,189011
0.566,0.988,-4.348,0.0731,0.00331,0.744,0.0812,0.841,174.007,325833
0.51,0.891,-4.96,0.0411,0.0138,0.000793,0.0966,0.41,174.994,212914
0.499,0.955,-4.338,0.0528,0.0166,0.0643,0.243,0.167,174.965,267491
0.433,0.952,-3.233,0.0528,0.00416,0.000995,0.0351,0.409,175.899,223821
0.491,0.941,-2.893,0.0469,0.00052,0.000597,0.0289,0.202,174.943,222774
0.599,0.892,-5.773,0.051,0.0153,0.0517,0.0762,0.209,173.96,295172
0.451,0.917,-2.69,0.0572,0.00129,0.785,0.146,0.468,173.96,201552
0.478,0.862,-3.156,0.0588,0.017,2.62e-06,0.501,0.45,174.021,223448
0.503,0.757,-4.032,0.0387,0.00157,0.913,0.311,0.0383,173.964,277421
0.425,0.594,-8.359,0.135,0.111,0.0844,0.0713,0.0384,174.025,289332
0.582,0.84,-4.797,0.0477,0.0141,0.72,0.0787,0.115,174.031,313473
0.516,0.915,-2.498,0.0562,0.0228,0.000789,0.125,0.0398,174.032,225172
0.408,0.899,-2.838,0.0908,0.00419,0.00123,0.333,0.38,174.065,184761
0.73,0.349,-8.837,0.131,0.0478,0.898,0.124,0.753,174.03,358976
0.672,0.748,-6.744,0.0725,0.0203,0.677,0.0875,0.165,174.012,395633
0.48,0.925,-5.748,0.0513,0.00028,0.543,0.486,0.179,173.044,321440
0.411,0.704,-4.328,0.0349,0.00791,0.817,0.116,0.0391,175.071,341419
0.349,0.868,-4.258,0.0519,8.23e-05,0.0,0.619,0.151,174.163,208931
0.554,0.763,-4.402,0.0363,0.0266,0.15,0.0996,0.426,172.036,318703
0.133,0.941,-2.001,0.0446,0.00622,0.553,0.0872,0.0862,174.848,256114
0.377,0.858,-4.9,0.148,0.134,0.00185,0.0985,0.117,174.751,234475
0.564,0.928,-3.397,0.0619,0.735,0.934,0.0468,0.278,173.966,356864
0.357,0.95,-2.698,0.0448,0.0783,0.897,0.158,0.326,174.049,358204
0.511,0.963,-3.395,0.0582,0.12,0.859,0.107,0.177,87.493,358835
0.515,0.877,-3.906,0.0644,0.00836,8.09e-05,0.156,0.317,174.059,244431
0.366,0.925,-2.572,0.0415,0.00113,0.934,0.208,0.128,174.958,245646
0.549,0.88,-5.237,0.0281,0.158,0.935,0.364,0.0358,139.993,289919
0.548,0.837,-4.545,0.0371,0.0776,0.91,0.141,0.108,87.499,288471
0.666,0.834,-3.685,0.0747,0.133,0.592,0.101,0.373,172.013,249971
0.554,0.844,-3.135,0.0313,0.182,0.921,0.174,0.292,87.51,271746
0.491,0.96,-1.981,0.0342,0.00011,0.888,0.0963,0.0383,130.502,292759
0.516,0.866,-4.816,0.0519,0.00414,0.122,0.172,0.0433,174.003,298277
0.561,0.783,-7.581,0.127,0.0129,0.589,0.304,0.123,174.981,292371
0.407,0.784,-3.097,0.0331,0.0128,6.35e-05,0.0332,0.188,175.038,334829
0.505,0.929,-2.603,0.0411,0.00432,0.838,0.0843,0.177,174.004,288402
0.74,0.587,-6.454,0.0758,0.000822,0.717,0.061,0.0993,87.02,275873
0.609,0.81,-4.192,0.233,0.018,0.00806,0.042,0.573,173.979,264157
0.555,0.906,-2.301,0.0486,0.0273,0.0698,0.26,0.286,173.96,232414
0.55,0.876,-4.329,0.0459,0.0173,0.0311,0.069,0.34,173.977,184450
0.6,0.843,-2.58,0.061,0.00471,0.0882,0.0819,0.349,174.942,308000
0.646,0.73,-3.469,0.0427,0.0534,2.92e-05,0.0848,0.142,86.983,240000
0.375,0.881,-4.901,0.063,0.0014,0.119,0.293,0.0399,173.989,262155
0.494,0.874,-2.801,0.0504,0.00215,0.00152,0.0886,0.221,174.027,259310
0.402,0.952,-3.823,0.0389,0.000502,0.338,0.187,0.0877,174.002,263853
0.515,0.877,-3.906,0.0644,0.00836,8.09e-05,0.156,0.317,174.059,244431
0.485,0.863,-5.309,0.0445,0.00265,0.0251,0.307,0.206,175.016,4062353
0.618,0.824,-4.585,0.0549,0.00268,0.877,0.0529,0.0598,86.982,298131
0.6,0.861,-5.605,0.0719,0.0138,0.881,0.122,0.041,173.969,292614
0.565,0.83,-4.537,0.0406,0.0122,0.708,0.22,0.104,86.022,353686
0.395,0.912,-4.092,0.0428,0.0475,0.203,0.133,0.174,174.048,259310
0.593,0.669,-10.564,0.0583,0.000924,0.727,0.0671,0.956,172.736,400380
0.423,0.975,-5.104,0.079,0.000318,0.682,0.112,0.321,173.982,264828
0.448,0.963,-2.302,0.0974,0.00346,0.00437,0.101,0.312,174.011,232480
0.581,0.802,-4.801,0.171,0.00125,0.27,0.136,0.492,172.995,302000
0.511,0.863,-1.208,0.0625,0.0223,9.58e-05,0.18,0.138,175.045,202971
0.637,0.894,-3.408,0.0584,0.153,0.823,0.0346,0.428,172.964,352714
0.467,0.844,-3.257,0.0636,0.0176,0.197,0.358,0.241,174.03,262791
0.466,0.854,-3.28,0.0462,0.00559,0.0016,0.187,0.185,87.048,221616
0.448,0.925,-4.339,0.0443,0.000527,0.882,0.0693,0.648,173.976,274929
0.377,0.95,-3.029,0.0491,0.000714,0.894,0.313,0.0981,174.027,265635
0.555,0.992,-2.222,0.0548,0.00128,0.886,0.365,0.31,174.007,223648
0.612,0.499,-6.904,0.0546,0.127,0.184,0.146,0.0398,173.021,261901
0.494,0.808,-6.585,0.0428,0.0244,0.863,0.262,0.105,173.986,260748
0.376,0.907,-8.605,0.0606,0.00068,0.241,0.0601,0.0437,174.02,233807
0.502,0.844,-3.894,0.0367,0.0957,0.132,0.122,0.212,172.005,368572
0.507,0.819,-5.245,0.0399,0.00537,0.906,0.0984,0.544,172.012,249444
0.595,0.908,-4.306,0.0539,0.0258,0.866,0.105,0.117,174.008,399779
0.559,0.966,-4.761,0.0528,0.0958,0.889,0.299,0.193,174.001,363786
0.631,0.86,-3.813,0.0526,0.00534,0.515,0.193,0.34,174.005,244212
0.727,0.633,-5.61,0.156,0.18,0.853,0.121,0.335,173.977,298131
0.615,0.803,-5.077,0.0385,0.0109,0.893,0.104,0.427,174.005,272580
0.526,0.865,-3.942,0.0398,0.0213,0.369,0.106,0.169,169.98,267024
0.508,0.943,-3.886,0.0595,0.00275,0.82,0.106,0.0398,173.978,259372
0.272,0.919,-3.251,0.0423,0.000793,0.0284,0.4,0.0444,177.969,400768
0.305,0.602,-8.096,0.0387,0.178,0.138,0.0924,0.0542,170.053,282083
0.258,0.762,-4.143,0.0386,0.00122,0.845,0.116,0.114,174.011,337290
0.4,0.869,-4.037,0.0595,0.00248,9.22e-06,0.224,0.388,115.871,252428
0.733,0.971,-3.025,0.435,0.00433,0.788,0.102,0.347,172.014,267907
0.466,0.945,-2.398,0.0825,0.000999,0.000231,0.347,0.329,173.995,162759
0.629,0.696,-4.947,0.0373,0.41,2.81e-05,0.208,0.0535,86.006,151500
0.601,0.89,-3.315,0.0332,0.00302,0.0946,0.136,0.151,87.502,246857
0.596,0.714,-3.143,0.104,0.0414,0.0,0.362,0.197,174.985,159222
0.319,0.652,-6.023,0.0521,0.041,0.694,0.0838,0.0361,171.948,383023
0.421,0.885,0.243,0.0747,0.16,0.0156,0.0908,0.349,107.681,221091
0.603,0.976,-0.933,0.0725,0.00388,0.378,0.0993,0.181,86.002,336279
0.649,0.978,-0.263,0.377,0.00762,0.000222,0.332,0.367,174.141,270345
0.682,0.949,-0.37,0.212,0.00137,0.34,0.105,0.31,174.01,227324
0.716,0.994,-2.529,0.186,0.00119,0.704,0.314,0.282,171.915,274500
0.453,0.967,-2.978,0.171,0.000663,0.225,0.097,0.178,173.985,275862
0.28,0.927,-3.764,0.0606,0.175,0.899,0.229,0.0915,173.997,204238
0.664,0.954,-1.019,0.248,0.00328,0.000905,0.117,0.568,175.075,274414
0.568,0.749,-5.094,0.0423,0.00582,0.865,0.106,0.183,171.974,275414
0.354,0.824,-4.564,0.0578,0.263,0.131,0.121,0.0573,79.712,217931
0.465,0.65,-6.598,0.067,0.0119,0.0409,0.345,0.244,129.816,333008
0.628,0.918,-2.721,0.0576,0.000202,0.615,0.235,0.25,174.968,201404
0.405,0.966,-1.716,0.448,0.000121,0.59,0.163,0.48,174.0,268966
0.64,0.933,-3.353,0.0474,0.000654,0.178,0.091,0.571,175.005,247091
0.632,0.939,-3.294,0.0917,0.000741,0.096,0.0955,0.374,87.054,225413
0.729,0.99,-2.777,0.127,0.115,0.159,0.138,0.826,155.113,198681
0.678,0.885,-1.054,0.279,0.00657,0.0,0.913,0.351,177.921,199651
0.647,0.885,-3.177,0.0437,0.00147,0.709,0.665,0.36,87.503,340114
0.472,0.987,-2.224,0.113,0.00287,0.13,0.27,0.363,174.02,173621
0.503,0.968,-0.566,0.0439,0.0693,0.84,0.151,0.0319,173.96,248308
0.549,0.986,-1.927,0.071,0.00076,0.803,0.4,0.139,173.894,204138
0.467,0.869,-2.978,0.0566,0.0227,0.438,0.139,0.0764,86.996,267586
0.662,0.87,-3.926,0.14,0.0119,0.0298,0.0883,0.425,173.984,259403
0.519,0.942,-3.487,0.0636,0.000645,0.753,0.306,0.154,174.006,276143
0.612,0.988,-0.422,0.43,0.0114,0.00624,0.385,0.253,174.04,231720
0.646,0.705,-4.345,0.186,0.0415,0.586,0.122,0.07,172.084,224651
0.622,0.929,-1.899,0.0695,0.00278,0.0441,0.0895,0.872,174.027,251163
0.477,0.679,-6.226,0.045,0.00852,0.0127,0.107,0.0599,173.985,273103
0.504,0.826,-3.369,0.0586,0.00217,0.0562,0.0678,0.172,171.979,260308
0.485,0.893,-0.89,0.0466,0.0225,0.000875,0.123,0.106,87.492,230411
0.4,0.744,-6.984,0.118,0.161,0.0343,0.258,0.294,173.982,291270
0.607,0.98,-0.488,0.25,0.000282,0.841,0.566,0.396,172.039,226047
0.515,0.609,-5.462,0.0534,0.117,0.113,0.182,0.0975,86.834,215172
0.598,0.986,-2.631,0.406,0.0133,0.000165,0.116,0.315,173.937,246413
0.485,0.969,-0.517,0.0561,0.0485,0.664,0.192,0.448,173.941,204500
0.675,0.853,-1.358,0.103,0.0824,0.764,0.0894,0.229,170.057,259765
0.62,0.837,-4.356,0.13,0.128,0.000242,0.242,0.433,172.081,170438
0.502,0.92,-4.509,0.0432,0.00064,0.284,0.141,0.0788,174.949,232431
0.628,0.86,-6.821,0.28,0.00208,0.0025,0.786,0.616,173.967,247427
0.445,0.951,-0.923,0.101,0.00804,0.0,0.241,0.503,174.895,232800
0.425,0.757,-2.85,0.0623,0.0216,1.29e-06,0.207,0.153,87.0,187686
0.798,0.838,-2.475,0.344,0.0222,0.00574,0.383,0.678,175.023,231086
0.429,0.901,-0.308,0.1,0.00536,0.542,0.0651,0.168,175.077,245486
0.633,0.759,-5.26,0.12,0.0561,0.000167,0.103,0.117,173.989,236224
0.556,0.817,-4.734,0.0751,0.00144,0.898,0.284,0.0387,173.007,332947
0.579,0.969,-1.925,0.115,0.000163,0.116,0.0994,0.387,173.979,320000
0.402,0.979,-3.369,0.0771,0.00185,0.143,0.269,0.352,173.967,238000
0.668,0.979,-1.312,0.275,0.0942,0.832,0.722,0.531,173.992,226207
0.504,0.912,-0.912,0.0346,0.0141,0.316,0.12,0.192,174.004,308980
0.573,0.877,-2.408,0.051,0.00754,0.899,0.0943,0.256,173.968,261618
0.432,0.74,-7.541,0.0487,0.00461,0.675,0.063,0.181,87.027,311881
0.478,0.916,-0.778,0.0623,0.00228,0.0,0.232,0.732,171.95,192558
0.538,0.868,-1.641,0.117,0.027,0.0009,0.325,0.153,174.132,194979
0.713,0.838,-2.264,0.237,0.0196,0.64,0.0659,0.113,171.988,248396
0.593,0.923,-2.717,0.0501,0.128,9.59e-05,0.157,0.229,174.038,183952
0.623,0.768,-5.306,0.0487,0.00404,0.621,0.0759,0.285,170.027,332777
0.726,0.901,-4.184,0.083,0.000974,0.641,0.0647,0.433,86.989,274483
0.637,0.866,-4.151,0.0375,0.0043,0.0193,0.104,0.139,86.999,204500
0.442,0.844,-0.073,0.0619,0.00218,2.57e-05,0.0723,0.151,85.615,252558
0.392,0.991,-3.14,0.155,0.000512,0.634,0.105,0.111,129.488,304500
0.409,0.928,-4.919,0.0384,0.000455,0.91,0.38,0.077,171.99,267907
0.511,0.956,-1.439,0.0866,0.115,0.829,0.27,0.307,173.921,222069
0.323,0.684,-7.265,0.109,0.00577,0.528,0.102,0.103,173.953,251125
0.689,0.837,-4.204,0.273,0.00156,0.00114,0.245,0.525,87.034,298031
0.703,0.834,-2.536,0.0521,0.0349,0.0894,0.321,0.326,86.02,152791
0.489,0.995,-0.731,0.148,0.000311,0.861,0.347,0.455,174.06,209325
0.57,0.899,-2.445,0.0684,0.000514,0.642,0.12,0.119,172.011,279070
0.257,0.755,-4.819,0.0378,0.000567,0.876,0.119,0.0344,86.497,247517
0.578,0.808,-2.037,0.0769,0.00145,0.134,0.127,0.051,172.091,206512
0.481,0.829,-3.439,0.0447,0.00864,1.18e-05,0.222,0.0503,174.011,179310
0.553,0.746,-3.637,0.0369,0.0458,0.00162,0.128,0.0731,86.949,215172
0.488,0.97,-2.664,0.0893,0.00268,0.00114,0.291,0.0739,173.949,215172
0.34,0.956,-2.651,0.329,0.00238,0.00312,0.0989,0.106,178.069,223820
0.645,0.99,-3.194,0.055,0.00466,0.807,0.141,0.192,173.976,312743
0.555,0.921,-4.637,0.0521,9.35e-05,0.883,0.176,0.257,173.976,298031
0.784,0.716,-3.644,0.327,0.0747,0.00019,0.424,0.186,174.957,271526
0.509,0.973,-4.084,0.0574,0.00067,0.836,0.345,0.474,174.001,225544
0.515,0.869,-7.876,0.0517,0.0035,0.808,0.176,0.038,173.985,315000
0.581,0.925,-2.63,0.0857,0.00456,5.39e-05,0.6,0.635,173.973,211034
0.471,0.98,-1.305,0.0812,0.00167,0.49,0.255,0.403,173.99,182069
0.46,0.954,-0.924,0.0612,0.00677,0.000408,0.152,0.154,174.88,241371
0.398,0.91,-3.692,0.0911,0.000132,0.168,0.525,0.101,173.933,226897
0.387,0.829,-3.375,0.0545,0.000516,0.0378,0.109,0.0847,87.487,212571
0.626,0.55,-4.161,0.0633,0.141,0.483,0.178,0.192,171.978,226047
0.532,0.883,-3.729,0.0449,0.00047,0.278,0.144,0.746,173.979,176552
0.711,0.936,-2.262,0.154,0.00994,0.903,0.688,0.686,172.061,295814
0.285,0.867,-3.65,0.0465,0.0101,0.000269,0.0887,0.0378,173.818,268378
0.583,0.848,-3.891,0.0341,0.00244,0.887,0.634,0.21,87.006,275707
0.404,0.939,-1.101,0.0379,0.000744,0.0253,0.0648,0.104,174.998,235886
0.452,0.682,-5.109,0.0567,0.0017,0.719,0.0565,0.199,84.952,260062
0.585,0.958,-1.354,0.0519,0.0114,0.0292,0.0834,0.293,173.964,230000
0.456,0.836,-4.499,0.0352,0.0174,0.00165,0.0845,0.0364,174.019,215172
0.463,0.99,-1.555,0.0565,0.00739,0.303,0.214,0.527,173.994,259840
0.671,0.86,-3.191,0.0502,0.00102,0.172,0.102,0.289,87.019,275457
0.375,0.979,-0.639,0.132,0.0234,0.532,0.146,0.0533,172.135,223605
0.348,0.909,-3.854,0.0913,0.00268,0.186,0.0909,0.0918,171.968,262326
0.562,0.844,-2.86,0.0595,0.00189,0.125,0.212,0.442,174.133,226207
0.275,0.973,-4.189,0.0672,3.09e-05,0.75,0.32,0.137,115.089,254000
0.404,0.84,-5.13,0.399,0.0766,0.00263,0.169,0.414,171.016,297548
0.408,0.89,-3.009,0.0606,0.000416,0.191,0.263,0.208,174.989,307200
0.661,0.913,-1.29,0.061,0.000362,0.308,0.0434,0.313,175.109,224914
0.612,0.835,-2.354,0.246,0.0361,0.0995,0.101,0.18,172.088,293023
0.653,0.558,-9.974,0.235,0.151,0.0,0.112,0.267,87.54,230400
0.621,0.899,-2.417,0.0501,0.0566,0.49,0.106,0.418,173.965,209655
0.426,0.974,-2.983,0.083,0.000464,0.83,0.974,0.0362,173.994,270345
0.429,0.933,-2.15,0.0813,0.000594,0.0,0.221,0.447,172.05,251512
0.432,0.745,-4.366,0.0404,0.00345,0.325,0.519,0.109,109.887,247674
0.552,0.938,-2.866,0.104,0.375,0.000103,0.237,0.619,174.0,276000
0.418,0.8,-2.75,0.0548,0.00315,0.902,0.158,0.0342,172.076,251163
0.615,0.902,-4.316,0.0859,0.0176,3.91e-05,0.103,0.298,87.03,146712
0.444,0.961,-1.247,0.0427,0.000525,0.722,0.0769,0.234,174.021,270345
0.747,0.675,-4.591,0.1,0.000105,0.843,0.309,0.411,174.016,259310
0.582,0.791,-3.643,0.0427,0.0296,0.105,0.118,0.0422,174.01,242750
0.41,0.954,-2.561,0.0728,6.7e-05,0.0655,0.343,0.208,172.089,193953
0.545,0.806,-5.083,0.0483,0.000398,0.896,0.249,0.255,174.012,270345
0.632,0.838,-3.433,0.0411,0.00125,1.84e-05,0.0806,0.144,174.922,271543
0.582,0.753,-3.984,0.0322,0.00779,0.000153,0.103,0.145,87.497,168457
