danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.632,0.838,-3.433,0.0411,0.00125,1.84e-05,0.0806,0.144,174.922,4ZSS0whsaZ6FWR8J2J16ni,271543
0.582,0.753,-3.984,0.0322,0.00779,0.000153,0.103,0.145,87.497,2mPeYGo1y7vwkz6vU5dVbI,168457
0.555,0.681,-5.383,0.0708,0.00829,0.0,0.0848,0.337,171.827,679TnTjA1ad756mFFq91ZK,159246
0.387,0.869,-1.95,0.129,0.0189,0.32,0.222,0.167,174.093,52IcDtVT9Jngeh43s6ILew,225557
0.353,0.982,-1.634,0.0472,0.000726,0.959,0.324,0.0745,174.059,5sKChMRefVf7qO0ZMtTb3e,275948
0.549,0.931,-3.485,0.0655,0.0248,0.738,0.0897,0.241,174.019,639e5mD7pgNquNcx8eoHhX,338000
0.477,0.655,-6.0,0.101,0.411,0.0203,0.108,0.0355,174.007,2NCq4BaeSVszbGBc6NGWQJ,213686
0.599,0.977,-0.552,0.0687,0.00704,0.827,0.582,0.108,173.959,4z78eVQBoMHg1e4XGp4rMj,194483
0.622,0.846,-3.515,0.113,0.000753,3.12e-05,0.266,0.557,173.902,1uWmfb5OF1mEfNsZKypRpd,168965
0.57,0.953,1.234,0.184,0.000375,0.167,0.625,0.292,171.954,5RBUNtzNiA5yNudrRGmsTF,186977
0.424,0.957,-1.093,0.0424,0.00771,0.0406,0.479,0.27,173.996,1ZK3FPG6rdmDqjsGvVZAtA,248276
0.575,0.922,-3.777,0.0633,0.000245,0.702,0.0935,0.0995,171.965,1ccwHZJ9NxexmQCT0wL53U,313975
0.643,0.72,-7.707,0.0656,0.000176,0.862,0.114,0.295,173.995,2dw5cC6oPEHfrNo5AZMwnr,270345
0.676,0.911,-7.142,0.0967,0.0669,0.886,0.173,0.0639,174.058,3WAXyLA3K3CXqYg2xbRCWc,270345
0.413,0.983,-1.694,0.0421,0.00012,0.000177,0.0675,0.139,173.962,2ZZapUq6lSvYSWX4tuKiiD,205517
0.491,0.866,-3.553,0.0357,0.00781,0.403,0.123,0.231,172.073,5dlEb6A6LxmO9qVtBzjr0v,297309
0.43,0.913,-2.679,0.0527,0.0142,0.926,0.176,0.0385,109.743,1k3Ev7nnZCSLWQwCSWkeQA,309943
0.686,0.756,-3.888,0.0374,0.0314,0.0234,0.154,0.345,87.004,6IlL9Xlnm0Oq6wXSe6TH9v,226207
0.589,0.926,-2.295,0.144,0.00165,0.00138,0.261,0.743,171.967,7si4ZB2cShPmL7Du5qhGsQ,267907
0.537,0.977,-3.181,0.223,0.034,1.02e-05,0.521,0.317,173.993,28f5cHOahtA3JhbIBt9q9Y,225862
0.615,0.719,-7.47,0.0536,0.0176,0.947,0.0748,0.0526,86.983,376DS4jAG8e0XO7VTjqfN5,290548
0.528,0.934,0.42,0.168,0.00308,0.00614,0.084,0.41,174.91,1gPJ3F2p8rwhlzr1AF58W7,290743
0.471,0.862,-3.675,0.0367,0.00096,0.882,0.101,0.0617,173.996,091l254UvKCy6FnLovRIRk,336752
0.45,0.914,-0.513,0.0376,0.0121,0.000402,0.121,0.424,174.087,1jJiM8kiIRSZ95xhLmoQZr,220711
0.494,0.982,-3.352,0.103,0.000694,0.00345,0.714,0.797,175.012,54Tm26Pv3efwgeuzlN5A1m,230984
0.516,0.955,-0.846,0.0296,0.0336,0.0876,0.114,0.489,173.947,45qaAaQolmwfPj3mU7sOk8,229138
0.544,0.942,-2.552,0.0464,0.0355,0.435,0.631,0.303,173.97,5cRDn5aGMLvWsldoRmOOz0,288000
0.308,0.86,-4.111,0.168,0.0116,0.000828,0.277,0.0387,171.835,53O5nAlq04RKmSBqW0SFvG,158774
0.604,0.843,-3.932,0.1,0.036,6.22e-06,0.183,0.688,173.982,1I23ZdNcezc4N7QUc30rXx,144992
0.405,0.917,-3.03,0.0357,0.000173,0.115,0.132,0.194,174.045,3DEOsCKFcseZtobrpOH2J7,270340
0.454,0.977,-0.945,0.069,0.0819,0.00463,0.141,0.311,173.797,0Rww3ql3uRmzTvLOVBFlpn,202774
0.505,0.995,-0.295,0.122,0.000511,0.742,0.0781,0.419,175.0,5zHzEsYUDBc9tshCpYu17D,224914
0.492,0.867,-4.423,0.0377,0.000966,0.0644,0.11,0.249,174.032,5Lsr7AauyHMlMNjQzWb0uH,281379
0.584,0.993,1.634,0.0527,0.456,0.688,0.129,0.36,175.082,1Mze7crzF9BWo82DiAsmjj,289371
0.503,0.888,-4.522,0.0386,0.00269,0.0458,0.0733,0.589,173.057,5IfSQQzGijWKd7dbkbqHuN,229107
0.543,0.981,0.836,0.0492,0.00311,0.00148,0.151,0.43,174.0,2rCM9E5gZK2YRiIClGsGpu,233103
0.75,0.863,-3.208,0.0451,0.0402,0.593,0.162,0.192,87.513,6D1v5PAr6RKuJ8VuaS5aIO,197489
0.358,0.78,-3.4,0.0447,0.175,0.00062,0.265,0.0402,173.917,1QgebV92VO4Z7VxbQ1tSKo,226207
0.753,0.865,-1.897,0.206,0.000339,0.0146,0.0445,0.128,86.529,1QekTGK1X9cLQdq5isVVuH,224740
0.533,0.785,-4.836,0.314,0.0814,1.04e-05,0.157,0.439,172.064,2dLU5EMUxumBWWdzDCL7Lc,189793
0.55,0.86,-3.663,0.0348,0.0167,0.00236,0.12,0.139,87.516,4IjRB1gSSwBWgBTwbmKrS0,206486
0.548,0.92,-0.81,0.0647,6.75e-05,0.877,0.0592,0.358,173.993,6yZyQ2sDmelY3C6KesOYYL,226207
0.516,0.845,-3.554,0.0885,0.00209,0.0772,0.453,0.249,171.972,5EmRq15Ay5NKkxAlLmj9Q9,270698
0.61,0.813,-3.456,0.0726,0.0149,0.00247,0.752,0.63,173.928,36b69D1Q65YLFDLWJBRgDF,215414
0.465,0.9,-4.042,0.0348,0.000196,0.000304,0.197,0.0978,173.896,1VqlpAwvOW192Th24eXenX,175517
0.671,0.868,1.221,0.0874,0.00279,0.273,0.148,0.463,173.037,4pd8nt4rexiPsqLzo3daFv,238960
0.728,0.689,-6.601,0.13,0.222,6.14e-05,0.107,0.0473,89.973,6RZo8T7GY9EoWZXC5i2587,192514
0.68,0.897,-3.601,0.0653,0.0134,0.00147,0.321,0.172,165.04,0P5qcqzvOHy1JTLcpZoY60,168731
0.486,0.986,0.92,0.062,0.118,0.684,0.219,0.241,173.983,2ON6cCZbi7momz4JLx2jTN,256000
0.283,0.936,-1.548,0.0724,0.00021,0.887,0.114,0.0329,83.875,2IbAx6XGe6mldSosFyvaH8,237867
0.667,0.735,-4.025,0.349,0.372,0.208,0.108,0.1,86.059,7BjNSJWEMqRlsMH2oRlaPy,276431
0.46,0.994,-1.289,0.0978,0.000796,0.589,0.355,0.335,174.923,1qniqndmNiwkUJpffgE6PA,237310
0.426,0.989,-3.124,0.0669,0.0102,0.335,0.323,0.328,174.051,5fRJSJYg8pCV2X0xUQUKJy,201313
0.698,0.869,-0.884,0.334,0.0747,0.000468,0.126,0.245,174.868,0nCgsAki7e7I243CUblGxU,235000
0.728,0.884,-1.012,0.264,0.0923,1.3e-06,0.0302,0.484,87.556,2hPwU9eMUTD05XhjQgSFoM,268618
0.528,0.94,-2.045,0.0393,0.00066,0.747,0.105,0.0712,87.013,5fbmIwBwqA1A59lrgCnDkv,308966
0.802,0.951,-1.567,0.0537,0.00411,0.2,0.292,0.817,175.041,4ZYvzjQiCzZQsCR9SQpz8j,287492
0.715,0.916,-2.692,0.108,0.00363,0.327,0.351,0.116,174.053,381hYuGJ3SJjVLDAQ98sCU,237241
0.816,0.879,-3.082,0.326,0.0488,1.67e-06,0.0494,0.926,88.096,5UjccMIJkNhont0TGSU0iD,186825
0.487,0.82,-5.426,0.133,0.00756,0.00292,0.317,0.154,174.964,3kzi2hRECbR4N4NA3S6Pm7,271543
0.68,0.858,-1.896,0.0608,0.000377,0.000326,0.0957,0.552,87.036,55PTLoUbqdwT1HAyPhb5dD,244322
0.435,0.969,-0.609,0.0533,0.000844,0.115,0.0745,0.037,175.085,3xRgnDNg78AEt7vRgIR4pr,227657
0.457,0.918,-2.893,0.0626,0.158,0.0464,0.102,0.0369,173.965,3WpZaVBGjVgR7lxekzkXTY,284138
0.491,0.82,-4.782,0.0342,0.0226,0.000131,0.0695,0.413,174.046,2cVJq55ISQ7LNkWibZzRSY,187586
0.527,0.945,0.285,0.2,0.00401,0.69,0.169,0.0706,175.181,5lBH3sfJreyd4nwlsquidW,246857
0.523,0.748,-2.165,0.0395,0.226,0.0,0.27,0.329,84.954,365hbjh0wlAIGOfRW5hdZc,187776
0.588,0.896,-1.779,0.0525,0.00152,0.00159,0.072,0.112,174.046,0OyM0Z2wdidouJdqQKT4e7,250264
0.622,0.954,-0.933,0.0654,0.0147,0.834,0.15,0.474,172.029,7Cc6AryZQcJRVX2ZKYNp5g,217711
0.443,0.96,-5.481,0.0661,0.000127,0.875,0.194,0.533,174.011,7C0PzxbsQx59DgGVRsquwJ,307813
0.599,0.838,-3.587,0.0582,0.00103,0.0866,0.191,0.11,173.95,5B1ldwDLNpSellE3VgmbaN,215172
0.5,0.952,-4.238,0.0458,0.036,0.196,0.139,0.331,173.941,0tYvtz8jKAyC12by9Lmp6L,253793
0.652,0.908,-4.796,0.0913,0.0619,0.00232,0.0894,0.557,87.453,4dkRgyXF4JAqAjknCjuRbX,247022
0.439,0.924,-2.959,0.0415,0.0509,3.39e-05,0.0911,0.0468,174.048,55d553uqFMy1882OvdPPvV,276373
0.385,0.975,0.206,0.0904,0.000145,0.0316,0.431,0.38,173.988,6aJRtWjtwXuLzXeLnrtVbc,216638
0.559,0.884,-2.864,0.421,0.0203,0.00677,0.378,0.607,175.203,0E0kfeUYrxB9mlv5vOSKU7,274286
0.41,0.958,-2.467,0.0459,0.0316,0.000518,0.131,0.387,173.892,630HYBbqRwBzxum76X03OE,226207
0.605,0.721,-6.682,0.0456,0.000573,0.000663,0.261,0.345,175.028,7C4yuzlcnqsYotdcdJ8fi1,213950
0.64,0.691,-4.995,0.0817,0.0085,0.0914,0.12,0.0734,174.949,0bhRroouFZ25OrNUcnKTMS,296229
0.426,0.983,-3.553,0.0533,0.000999,0.924,0.0883,0.125,174.0,4kklIhrMIXAKvgQrKPVWoN,243000
0.384,0.963,-2.475,0.0483,0.00289,0.809,0.128,0.183,174.035,5Ik9FXDWqdQebsQ6LVlZpz,275862
0.474,0.951,-3.0,0.0701,0.000303,0.57,0.672,0.0775,174.119,6M9L1sPBHbVMpEYV8hYiGU,237381
0.481,0.87,-4.521,0.0362,0.00105,0.00634,0.304,0.0948,173.929,6LAC27g94jvgqpmK2EZ3dm,228645
0.458,0.981,-1.65,0.0518,0.0573,0.0363,0.172,0.143,173.882,1g4C1BrGd4O1Dt5y0xue96,209549
0.561,0.977,-2.523,0.204,0.0724,0.725,0.381,0.537,86.943,7GOoYjkZFAafC2RsNGVVBV,231822
0.429,0.974,-3.366,0.0724,7.35e-05,0.0982,0.504,0.0796,173.923,2n6jLm27Bi1KVHWw25E1q9,251911
0.592,0.933,-2.579,0.119,0.00176,0.0711,0.269,0.276,173.995,7mOAczJuAKDBSiHNTNW5Q5,250349
0.443,0.868,-4.573,0.0369,0.00154,0.00173,0.0799,0.0918,173.936,5OFqZsDNnxozGszm4BxRbN,249828
0.713,0.897,-2.938,0.17,0.0365,0.593,0.426,0.666,172.022,37tWPZAM7MJwB3l4bbuLG8,286059
0.579,0.956,-4.057,0.0434,4.72e-05,0.413,0.129,0.0391,174.027,4M2FLzG2Vtmc85ZHYdwoIv,226207
0.454,0.837,-3.686,0.0302,0.00358,0.00702,0.0373,0.208,174.023,5wp6dhW0dCOO0TG4MGCIPT,206617
0.446,0.775,-4.923,0.0327,0.014,0.708,0.077,0.0361,86.979,68xHBNPekcpaxuEkSyeLny,237787
0.395,0.875,-4.613,0.0448,0.0725,0.116,0.225,0.0656,86.956,6DJV0w34C2GAuKQqXzfHfy,285394
0.496,0.949,-2.841,0.061,0.000227,0.736,0.184,0.07,174.026,0j6WJr3qdc2cfZFDvu39Fi,298621
0.478,0.87,-3.907,0.0397,0.342,2.9e-06,0.056,0.412,164.92,40TkCcQx7xkWkfITzb4VRW,183277
0.514,0.978,-2.24,0.181,0.00299,0.897,0.239,0.213,175.066,5SxGuKMEotBeKpHXTWlFZD,207771
0.567,0.688,-3.524,0.0382,0.00273,0.103,0.109,0.313,173.988,6Ajfg6IOfQRgemqaTt3w0b,242759
0.7,0.858,-2.927,0.379,0.135,0.000263,0.161,0.349,84.443,1Dr2GWTBgcSm29Xz6TMDvW,211953
0.419,0.917,-3.086,0.0436,0.00016,0.0394,0.103,0.0844,173.978,6hNphdzRIjNroU4fyFQGDS,250971
0.496,0.976,-3.358,0.0684,0.314,0.00372,0.111,0.403,173.914,4p6xkRMKsCVfM4vDpMDyOI,202069
0.622,0.952,-4.957,0.0451,0.00849,0.848,0.269,0.375,174.044,3w5eRFKhjHbyG9gGbszJc6,287105
0.523,0.974,-0.742,0.0998,0.00115,0.00845,0.12,0.282,175.122,5p3NCS0PiNSqXapxAcuQqi,282514
0.498,0.963,-0.707,0.0659,0.000102,0.00782,0.127,0.165,175.003,4uuUmMthi2ccMIcZjm7JgG,333199
0.477,0.786,-5.374,0.0348,0.000166,0.00247,0.163,0.0997,171.943,2snSFuY3Kt6Wwrbw5YR31p,251190
0.504,0.965,-1.918,0.0526,0.000597,0.835,0.163,0.407,175.029,3wcaYt92DPhOlDr5P45VgL,323809
0.491,0.941,-2.893,0.0469,0.00052,0.000597,0.0289,0.202,174.943,6YultDhgOUR5bd8DNxdWXD,222774
0.496,0.913,-4.525,0.042,0.00122,0.0456,0.348,0.284,172.994,4l8pRrklNaqv7H1Tah1M5v,208447
0.431,0.922,-4.417,0.0504,0.0995,0.0118,0.173,0.0457,174.023,5LhrHqhTqu8cc7cTfKt5gS,252170
0.431,0.959,0.027,0.0609,0.00105,0.848,0.175,0.37,174.037,4Vc6yOPGFYEq6bmaR8zYtS,200086
0.46,0.857,-2.933,0.0365,0.000857,0.427,0.235,0.0581,173.028,2cLs0DaDWkecfY0Py9lRb8,234332
0.368,0.943,-3.707,0.0503,0.00019,0.32,0.133,0.11,174.006,0mqBXBoD2Ph1liAfzetIZH,286897
0.53,0.809,-5.827,0.0387,0.0205,0.000165,0.0847,0.0396,86.975,5XGuUQlWenKLtvTeQY3dvE,192586
0.506,0.929,-5.073,0.0438,0.000466,0.693,0.226,0.155,172.015,4EsFXXYwZYh4GD37aff1Db,213297
0.651,0.777,-4.004,0.114,0.03,0.741,0.177,0.0897,171.986,0DeJhfdDjLhtr8qdFqAncf,314886
0.471,0.891,-3.047,0.0632,0.0264,2.97e-06,0.149,0.309,174.012,2rY8KKXTr9XOMn0IdpBBXm,190388
0.516,0.845,-4.691,0.0427,0.00511,8.82e-05,0.106,0.0731,85.999,2XTVCQI1LwJOiwKGA14co2,252744
0.393,0.981,-3.0,0.171,5.68e-05,0.867,0.102,0.0691,174.939,1LPcVBiNDLB3TljELa22jI,252400
0.626,0.91,-3.845,0.0828,0.0134,0.00339,0.0837,0.66,171.981,2q7kfK2s7o9L6UXY857PDc,251210
0.595,0.847,-4.216,0.193,0.00393,0.635,0.148,0.322,104.995,5U8yCI4bgKk2qfGz2hJPU5,156085
0.392,0.85,-2.649,0.0375,0.00138,0.805,0.104,0.0518,173.985,7v5uFTsv6OIP5LEaX11EVK,246925
0.425,0.912,-4.098,0.0481,0.00341,0.407,0.157,0.125,173.905,3PjEGu42RJ2sCWVWovlOGV,234828
0.611,0.806,-4.216,0.042,0.194,1.84e-05,0.348,0.208,173.092,3VmYgQHzoC8q2tWdXAC0T4,273949
0.626,0.932,-3.8,0.16,0.0108,0.17,0.0643,0.582,116.6,1OB8oB04TWzFfFWahK76I7,202003
0.536,0.882,-4.581,0.0374,0.00248,0.0046,0.321,0.0665,87.008,68IobwPw3ozbnp2tNjuh9j,296951
0.488,0.876,-3.191,0.186,0.00242,3.45e-05,0.295,0.0586,174.039,2AM9WtRMloKC0k4dl4Uvg7,192414
0.56,0.957,-2.589,0.0499,0.00339,0.0244,0.491,0.558,174.036,18iFN3VoOZzULEZGSBqHZL,218276
0.706,0.908,-1.138,0.102,0.00231,0.465,0.217,0.141,172.021,2QwrfFDkPDemgkF9zoiBZY,365581
0.505,0.917,0.107,0.397,0.00103,0.0419,0.0902,0.536,172.1,3bvBkpDqIYFUFw0B5K8mSM,226587
0.405,0.938,-1.618,0.0653,0.000778,0.429,0.274,0.511,174.012,614F7sDSqYnki7RxpmoMH3,250690
0.522,0.859,-2.966,0.0608,0.00159,7.15e-05,0.608,0.438,174.943,4c2smAeDTcFZCLfs0rC1rC,178286
0.494,0.834,-4.104,0.0361,0.00345,0.754,0.0934,0.158,174.026,0KbZTlBZwKx3hZWvqkzXju,253893
0.618,0.959,-0.68,0.428,0.000318,0.00104,0.125,0.306,175.97,5W20Q0w9soiWuecUQBAQTJ,226364
0.519,0.893,-2.823,0.0413,0.000975,0.000911,0.0665,0.579,173.968,6K8vq2QV9ezdTQ9EdIH4WI,248752
0.565,0.984,-1.374,0.0844,0.00148,0.901,0.253,0.263,174.026,1F6eHoMYtPe47ZgHkrbGfS,259417
0.4,0.949,-2.128,0.0699,0.000161,0.693,0.384,0.11,174.007,54fohuXf4bBZwpyDDzCOYI,306750
0.479,0.934,-5.195,0.0516,0.0038,0.705,0.0856,0.266,173.97,7DJkK9rY3HG96yGgRBv172,242229
0.434,0.901,-3.594,0.0315,0.000735,0.0173,0.101,0.173,173.874,6kqjy4FPMdkMtRMqJJ8AxN,316522
0.425,0.894,-4.991,0.0762,0.0258,1.56e-06,0.0996,0.171,115.412,7CiZj5S4E5FVboR0yLVLzc,223455
0.572,0.802,-5.286,0.0412,0.0125,0.000101,0.135,0.555,174.03,3oeBaOmuWeNPjCVpWPjUvg,193103
0.42,0.969,-3.139,0.0581,2.84e-05,0.00861,0.379,0.182,174.038,4Y2glvLjQGOb4dXnwm1hQf,252787
0.622,0.633,-7.054,0.0893,0.0628,0.851,0.0555,0.166,172.982,3BmBCOkOBP444lh7GZncbW,311243
0.493,0.79,-4.429,0.0355,0.00334,0.00394,0.116,0.487,174.953,03druhrRJ5f3MJYg38NF2c,160114
0.486,0.918,-3.32,0.0366,0.297,0.0538,0.184,0.416,175.028,7ChHlLwgo35iu7ISSg1BAQ,247813
0.492,0.891,-2.326,0.047,2.23e-05,0.803,0.0593,0.228,173.98,73AJPdw4iX9pXrk5tjWnDX,230695
0.508,0.987,-1.984,0.0463,0.00986,0.111,0.327,0.561,178.158,4OPcM3bmFyy5JdsWbcJVmK,206292
0.405,0.957,-1.318,0.0627,0.0343,0.142,0.0988,0.0779,173.985,5l9NEMBpuF5mtjv4vO1Zoq,306207
0.43,0.889,-4.821,0.0374,0.00142,0.224,0.397,0.181,173.962,3Q30QundzRyAG6x19JVYtA,328480
0.357,0.837,-4.083,0.0458,0.0213,8.63e-06,0.298,0.0395,174.096,4tElcYfEro42oZe7X6AbEf,242947
0.456,0.987,-0.756,0.0887,0.0134,0.0273,0.0469,0.306,173.971,5TGdeBW6v7BuGYjtiFKwyC,190345
0.629,0.904,-3.004,0.104,0.0024,0.893,0.322,0.414,173.998,2iItAMV1bCSHRZsCjcGCva,253893
0.59,0.566,-6.428,0.0568,0.00703,0.846,0.11,0.0887,174.01,66WrKlrNWu3GAGerC3W59U,270027
0.607,0.906,-2.934,0.215,0.00378,0.69,0.0843,0.245,172.026,6vLdqgYhCtM6I8z8BgoiN3,265114
0.478,0.62,-6.801,0.036,0.000382,0.834,0.095,0.0377,174.053,55ddytBevcyiSUkTVioEIS,303455
0.398,0.979,-0.331,0.157,0.128,0.0,0.386,0.425,175.907,49QIaKGSkjcx3HAaWXDDQD,204545
0.524,0.928,-3.901,0.172,0.000177,0.000166,0.598,0.317,172.103,6OtEGoe8TKQ68LNaolaUzk,283952
0.473,0.918,-2.119,0.0558,0.0103,0.483,0.156,0.0779,174.042,2EdisV3g6tcYVpTO9Ej5cW,253807
0.58,0.839,-4.371,0.0372,0.00873,0.666,0.103,0.276,174.019,5CNH1fectMnNkRmq6hMmIN,204578
0.492,0.87,-3.413,0.0437,0.0883,0.0367,0.146,0.285,174.095,3tgl9j4vYGbkpmoSgFNKXr,229009
0.63,0.967,-2.927,0.229,0.00298,0.85,0.215,0.497,175.014,60cFY5t66d5vdNAcq5wvAv,246857
0.542,0.765,-2.993,0.135,0.00217,0.831,0.0611,0.394,174.553,31iPEHYTzazuEYqBRM76AG,250517
0.672,0.945,-1.589,0.0757,0.0013,0.784,0.115,0.0461,174.035,7fay3lE8ute2UUlbxl44HK,281706
0.642,0.891,-2.172,0.0479,0.000324,0.000304,0.0656,0.169,174.033,7pmlarwte7rURi7clsxp7A,248621
0.593,0.964,-2.012,0.0766,5.6e-05,0.776,0.0965,0.11,174.031,6BdahyCg03kxKBWuLQKnxY,262496
0.588,0.968,1.605,0.134,0.0153,1.22e-06,0.229,0.115,175.037,0m9BpxJvsHlPTyQta201uF,226286
0.5,0.929,-4.372,0.117,0.000498,0.031,0.132,0.313,174.874,6aaVyAVhe4zB9KkdQo3eJ5,307212
0.498,0.963,-1.458,0.271,0.0135,0.00427,0.217,0.385,173.977,7l9b0AZg0rgkUUsoUD0TiR,298086
0.375,0.808,-4.907,0.0384,0.000265,0.144,0.095,0.17,174.999,0PHfZlgL2QB7rkmBEeJ0pr,240720
0.514,0.99,-1.513,0.089,0.00107,0.167,0.528,0.233,173.994,1Pz0cWra46RQXwShCFIP0x,263793
0.489,0.93,-3.602,0.047,0.000119,0.418,0.0565,0.377,173.99,44iDh0Jq6w5rJfU9QRGBS4,215195
0.612,0.484,-10.846,0.272,0.264,0.0,0.334,0.371,180.338,6MC8t7T8lKRmln4CY6GHPY,181333
0.517,0.668,-6.012,0.116,0.0712,0.0,0.407,0.646,79.782,4IxeKzzxUSEgivgtbSbyIK,169824
0.326,0.821,-5.28,0.0532,0.064,0.0,0.176,0.102,106.066,0xGIK9UNfecv24WMBGzHjZ,199851
0.694,0.622,-6.739,0.237,0.00603,0.0,0.208,0.339,133.914,1jkHLTFc1j6HMHnaGq8QCH,150491
0.762,0.681,-5.771,0.255,0.0931,0.0,0.0755,0.525,133.812,5oJrH11xIWVKdOcd6mI3zF,133997
0.67,0.711,-7.786,0.0563,0.536,0.00149,0.242,0.509,163.998,7HJbpVOycx32pDjWvpF9hp,190947
0.625,0.542,-4.365,0.266,0.0223,0.0,0.377,0.328,152.403,5QNW6Vx14N4OfJ7D0eDg0d,209315
0.574,0.676,-8.476,0.456,0.238,0.0,0.259,0.705,114.018,2mDpGwvHEjNeh4441McIvr,184853
0.507,0.532,-6.813,0.271,0.235,0.0,0.111,0.786,179.948,1NYJ8olXaPcCp45wfKfUun,195591
0.832,0.538,-8.979,0.485,0.00553,0.0,0.101,0.199,156.001,5jVMF4xmwfdwWZNUhHdX27,173783
0.862,0.547,-9.557,0.333,0.144,0.0,0.0691,0.645,145.191,70jjParnrP2X3mOVkoljGE,226759
0.928,0.519,-8.762,0.3,0.105,0.0403,0.0542,0.765,99.952,4SzxUhwXZfFDHdq7Ib5HxJ,105639
0.925,0.412,-10.534,0.291,0.611,0.0,0.113,0.64,126.999,5DGYrKxkK94NSJBuLfTq33,211696
0.902,0.582,-5.902,0.109,0.111,3.18e-06,0.111,0.332,107.005,0wHFktze2PHC5jDt3B17DC,173948
0.745,0.481,-12.003,0.0595,0.297,2.86e-05,0.107,0.359,97.458,7AYG1ypmVZpkdgekceAnAm,217337
0.747,0.56,-6.694,0.298,0.281,0.0,0.0807,0.301,90.867,4RFq7aObCPnrNHyqBOkrdq,126709
0.684,0.545,-6.885,0.121,0.159,0.0,0.102,0.407,143.049,1HvTxgCj0mTzQlEo0zLvFb,135264
0.835,0.729,-6.547,0.522,0.189,3.29e-05,0.337,0.588,85.027,0Tmh90l0RvTR0lZMWSey2i,187416
0.535,0.433,-11.798,0.282,0.666,8.34e-06,0.0983,0.304,79.556,2psbWUv7zCdRquHBMfHXpl,166281
0.692,0.581,-7.972,0.208,0.416,0.0,0.134,0.457,132.033,3KZHXF7Vh6F3qRlzdqde0P,145486
0.668,0.584,-7.643,0.166,0.164,0.0,0.414,0.316,144.448,39w2YI59aWcTSzdqana42B,199412
0.844,0.407,-9.092,0.0507,0.627,0.0276,0.117,0.311,92.981,4wrhAoRQfmv35znEXDip7X,168902
0.883,0.606,-4.421,0.238,0.267,0.0,0.0952,0.495,119.954,6psP05MMEYxyJ54qdGEnOU,160949
0.783,0.503,-8.595,0.191,0.478,0.0,0.0816,0.744,189.965,0VK96kMMHXjL5ALdragWas,121263
0.562,0.631,-7.587,0.0464,0.032,1.03e-06,0.369,0.09,140.018,66cGyEiQjIg5DliOqP4Fc1,150875
0.627,0.58,-7.603,0.332,0.178,0.0,0.113,0.114,172.138,5YyCzXu614b2wVnaZf9qqD,122767
0.911,0.667,-6.606,0.277,0.0313,0.0,0.0854,0.78,147.976,2BxboWjnfktO1E9HGfPXq1,170270
0.787,0.766,-6.58,0.0477,0.202,0.0,0.153,0.427,136.031,0t63fcJ9dm0BLHhFDZB2kL,141408
0.628,0.919,-2.103,0.116,0.0978,0.0,0.17,0.441,140.061,6D38sSnlEtRmH7H7yhvI47,197455
0.782,0.557,-7.419,0.231,0.149,0.0,0.309,0.393,130.16,1SKkHYkGqhadpciJKXfRhU,196658
0.659,0.559,-9.817,0.0567,0.113,0.0,0.0996,0.273,82.503,4wVV3sspLCVOCs5rMFDWPl,129083
0.649,0.622,-5.35,0.0459,0.0867,0.0,0.12,0.462,165.049,1FMiq74MKAcEcbrlJpIMCI,167273
0.792,0.679,-9.367,0.112,0.266,0.0,0.265,0.825,139.988,6pMs7CHXb9FNRVwtLYj6Lz,140571
0.58,0.687,-7.829,0.269,0.343,0.0,0.0941,0.657,136.615,5cv0dKJs3s5TpLni2E7pqp,183941
0.677,0.557,-8.409,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,62Yo3FDddWY8ydu6PW2wyz,206385
0.743,0.578,-6.653,0.184,0.273,7.77e-05,0.13,0.292,90.021,5FvXe5bz4nQQ4eBaitt4EC,226006
0.768,0.781,-5.873,0.154,0.102,0.0,0.084,0.795,163.984,6bhgpD7OkCATudfKJ50JB6,128811
0.738,0.652,-6.345,0.0661,0.0215,0.0,0.115,0.402,75.006,6CGcS92Gh9dhXR09UsRIYB,133608
0.757,0.484,-7.365,0.243,0.16,0.0,0.1,0.651,140.988,2gGosfmwvSgNesYx1hzyMb,122553
0.759,0.596,-6.88,0.339,0.0336,0.0,0.319,0.657,146.087,1jadydWtmjFcdlGOi0G6ci,170959
0.795,0.529,-9.449,0.0701,0.158,0.0,0.109,0.291,125.014,44GvMGkbk1ya7cHr3zr7Ih,180717
0.538,0.668,-6.159,0.207,0.442,0.0,0.221,0.299,140.515,2I0O1wgpaW71ZvfPuZX4z8,202286
0.69,0.949,-3.13,0.379,0.124,0.0,0.0429,0.757,163.954,3BMG9dnjNymT1OGUXQTAXl,179534
0.737,0.577,-8.317,0.0864,0.116,0.0,0.0839,0.574,142.055,6A1qkxIAMLXJwOKhIKHlND,201382
0.725,0.701,-7.339,0.139,0.312,0.0,0.0909,0.517,80.499,6Ya32BkRDhXpMMbg4JIYrI,159998
0.713,0.57,-8.126,0.113,0.0425,0.0,0.131,0.155,159.99,3zDMTxEANpj6hedyCrHXBg,168000
0.898,0.58,-7.632,0.26,0.0101,0.0,0.169,0.661,84.018,4heBcjj4Lw3X2sQVFNbLbz,204286
0.753,0.67,-6.228,0.0544,0.213,0.0,0.162,0.11,125.903,06T8rOK4SieY88BQjXX9mu,206400
0.62,0.628,-6.601,0.115,0.0085,0.0,0.127,0.348,177.915,1AypGrF9hgXuCpvt2b8BEY,153708
